date;annee;mois;Jour
45228;2023;10;29
45229;2023;10;30
45230;2023;10;31
45231;2023;11;01
45232;2023;11;02
45233;2023;11;03
45234;2023;11;04
45235;2023;11;05
45236;2023;11;06
45237;2023;11;07
45238;2023;11;08
45239;2023;11;09
45240;2023;11;10
45241;2023;11;11
45242;2023;11;12
45243;2023;11;13
45244;2023;11;14
45245;2023;11;15
45246;2023;11;16
45247;2023;11;17
45248;2023;11;18
45249;2023;11;19
45250;2023;11;20
45251;2023;11;21
45252;2023;11;22
45253;2023;11;23
45254;2023;11;24
45255;2023;11;25
45256;2023;11;26
45257;2023;11;27
45258;2023;11;28
45259;2023;11;29
45260;2023;11;30
45261;2023;12;01
45262;2023;12;02
45263;2023;12;03
45264;2023;12;04
45265;2023;12;05
45266;2023;12;06
45267;2023;12;07
45268;2023;12;08
45269;2023;12;09
45270;2023;12;10
45271;2023;12;11
45272;2023;12;12
45273;2023;12;13
45274;2023;12;14
45275;2023;12;15
45276;2023;12;16
45277;2023;12;17
45278;2023;12;18
45279;2023;12;19
45280;2023;12;20
45281;2023;12;21
45282;2023;12;22
45283;2023;12;23
45284;2023;12;24
45285;2023;12;25
45286;2023;12;26
45287;2023;12;27
45288;2023;12;28
45289;2023;12;29
45290;2023;12;30
45291;2023;12;31
45292;2024;1;01
45293;2024;1;02
45294;2024;1;03
45295;2024;1;04
45296;2024;1;05
45297;2024;1;06
45298;2024;1;07
45299;2024;1;08
45300;2024;1;09
45301;2024;1;10
45302;2024;1;11
45303;2024;1;12
45304;2024;1;13
45305;2024;1;14
45306;2024;1;15
45307;2024;1;16
45308;2024;1;17
45309;2024;1;18
45310;2024;1;19
45311;2024;1;20
45312;2024;1;21
45313;2024;1;22
45314;2024;1;23
45315;2024;1;24
45316;2024;1;25
45317;2024;1;26
45318;2024;1;27
45319;2024;1;28
45320;2024;1;29
45321;2024;1;30
45322;2024;1;31
45323;2024;2;01
45324;2024;2;02
45325;2024;2;03
45326;2024;2;04
45327;2024;2;05
45328;2024;2;06
45329;2024;2;07
45330;2024;2;08
45331;2024;2;09
45332;2024;2;10
45333;2024;2;11
45334;2024;2;12
45335;2024;2;13
45336;2024;2;14
45337;2024;2;15
45338;2024;2;16
45339;2024;2;17
45340;2024;2;18
45341;2024;2;19
45342;2024;2;20
45343;2024;2;21
45344;2024;2;22
45345;2024;2;23
45346;2024;2;24
45347;2024;2;25
45348;2024;2;26
45349;2024;2;27
45350;2024;2;28
45351;2024;2;29
45352;2024;3;01
45353;2024;3;02
45354;2024;3;03
45355;2024;3;04
45356;2024;3;05
45357;2024;3;06
45358;2024;3;07
45359;2024;3;08
45360;2024;3;09
45361;2024;3;10
45362;2024;3;11
45363;2024;3;12
45364;2024;3;13
45365;2024;3;14
45366;2024;3;15
45367;2024;3;16
45368;2024;3;17
45369;2024;3;18
45370;2024;3;19
45371;2024;3;20
45372;2024;3;21
45373;2024;3;22
45374;2024;3;23
45375;2024;3;24
45376;2024;3;25
45377;2024;3;26
45378;2024;3;27
45379;2024;3;28
45380;2024;3;29
45381;2024;3;30
45382;2024;3;31
45383;2024;4;01
45384;2024;4;02
45385;2024;4;03
45386;2024;4;04
45387;2024;4;05
45388;2024;4;06
45389;2024;4;07
45390;2024;4;08
45391;2024;4;09
45392;2024;4;10
45393;2024;4;11
45394;2024;4;12
45395;2024;4;13
45396;2024;4;14
45397;2024;4;15
45398;2024;4;16
45399;2024;4;17
45400;2024;4;18
45401;2024;4;19
45402;2024;4;20
45403;2024;4;21
45404;2024;4;22
45405;2024;4;23
45406;2024;4;24
45407;2024;4;25
45408;2024;4;26
45409;2024;4;27
45410;2024;4;28
45411;2024;4;29
45412;2024;4;30
45413;2024;5;01
45414;2024;5;02
45415;2024;5;03
45416;2024;5;04
45417;2024;5;05
45418;2024;5;06
45419;2024;5;07
45420;2024;5;08
45421;2024;5;09
45422;2024;5;10
45423;2024;5;11
45424;2024;5;12
45425;2024;5;13
45426;2024;5;14
45427;2024;5;15
45428;2024;5;16
45429;2024;5;17
45430;2024;5;18
45431;2024;5;19
45432;2024;5;20
45433;2024;5;21
45434;2024;5;22
45435;2024;5;23
45436;2024;5;24
45437;2024;5;25
45438;2024;5;26
45439;2024;5;27
45440;2024;5;28
45441;2024;5;29
45442;2024;5;30
45443;2024;5;31
45444;2024;6;01
45445;2024;6;02
45446;2024;6;03
45447;2024;6;04
45448;2024;6;05
45449;2024;6;06
45450;2024;6;07
45451;2024;6;08
45452;2024;6;09
45453;2024;6;10
45454;2024;6;11
45455;2024;6;12
45456;2024;6;13
45457;2024;6;14
45458;2024;6;15
45459;2024;6;16
45460;2024;6;17
45461;2024;6;18
45462;2024;6;19
45463;2024;6;20
45464;2024;6;21
45465;2024;6;22
45466;2024;6;23
45467;2024;6;24
45468;2024;6;25
45469;2024;6;26
45470;2024;6;27
45471;2024;6;28
45472;2024;6;29
45473;2024;6;30
45474;2024;7;01
45475;2024;7;02
45476;2024;7;03
45477;2024;7;04
45478;2024;7;05
45479;2024;7;06
45480;2024;7;07
45481;2024;7;08
45482;2024;7;09
45483;2024;7;10
45484;2024;7;11
45485;2024;7;12
45486;2024;7;13
45487;2024;7;14
45488;2024;7;15
45489;2024;7;16
45490;2024;7;17
45491;2024;7;18
45492;2024;7;19
45493;2024;7;20
45494;2024;7;21
45495;2024;7;22
45496;2024;7;23
45497;2024;7;24
45498;2024;7;25
45499;2024;7;26
45500;2024;7;27
45501;2024;7;28
45502;2024;7;29
45503;2024;7;30
45504;2024;7;31
45505;2024;8;01
45506;2024;8;02
45507;2024;8;03
45508;2024;8;04
45509;2024;8;05
45510;2024;8;06
45511;2024;8;07
45512;2024;8;08
45513;2024;8;09
45514;2024;8;10
45515;2024;8;11
45516;2024;8;12
45517;2024;8;13
45518;2024;8;14
45519;2024;8;15
45520;2024;8;16
45521;2024;8;17
45522;2024;8;18
45523;2024;8;19
45524;2024;8;20
45525;2024;8;21
45526;2024;8;22
45527;2024;8;23
45528;2024;8;24
45529;2024;8;25
45530;2024;8;26
45531;2024;8;27
45532;2024;8;28
45533;2024;8;29
45534;2024;8;30
45535;2024;8;31
45536;2024;9;01
45537;2024;9;02
45538;2024;9;03
45539;2024;9;04
45540;2024;9;05
45541;2024;9;06
45542;2024;9;07
45543;2024;9;08
45544;2024;9;09
45545;2024;9;10
45546;2024;9;11
45547;2024;9;12
45548;2024;9;13
45549;2024;9;14
45550;2024;9;15
45551;2024;9;16
45552;2024;9;17
45553;2024;9;18
45554;2024;9;19
45555;2024;9;20
45556;2024;9;21
45557;2024;9;22
45558;2024;9;23
45559;2024;9;24
45560;2024;9;25
45561;2024;9;26
45562;2024;9;27
45563;2024;9;28
45564;2024;9;29
45565;2024;9;30
45566;2024;10;01
45567;2024;10;02
45568;2024;10;03
45569;2024;10;04
45570;2024;10;05
45571;2024;10;06
45572;2024;10;07
45573;2024;10;08
45574;2024;10;09
45575;2024;10;10
45576;2024;10;11
45577;2024;10;12
45578;2024;10;13
45579;2024;10;14
45580;2024;10;15
45581;2024;10;16
45582;2024;10;17
45583;2024;10;18
45584;2024;10;19
45585;2024;10;20
45586;2024;10;21
45587;2024;10;22
45588;2024;10;23
45589;2024;10;24
45590;2024;10;25
45591;2024;10;26
45592;2024;10;27
45593;2024;10;28
45594;2024;10;29
45595;2024;10;30
45596;2024;10;31
45597;2024;11;01
45598;2024;11;02
45599;2024;11;03
45600;2024;11;04
45601;2024;11;05
45602;2024;11;06
45603;2024;11;07
45604;2024;11;08
45605;2024;11;09
45606;2024;11;10
45607;2024;11;11
45608;2024;11;12
45609;2024;11;13
45610;2024;11;14
45611;2024;11;15
45612;2024;11;16
45613;2024;11;17
45614;2024;11;18
45615;2024;11;19
45616;2024;11;20
45617;2024;11;21
45618;2024;11;22
45619;2024;11;23
45620;2024;11;24
45621;2024;11;25
45622;2024;11;26
45623;2024;11;27
45624;2024;11;28
45625;2024;11;29
45626;2024;11;30
45627;2024;12;01
45628;2024;12;02
45629;2024;12;03
45630;2024;12;04
45631;2024;12;05
45632;2024;12;06
45633;2024;12;07
45634;2024;12;08
45635;2024;12;09
45636;2024;12;10
45637;2024;12;11
45638;2024;12;12
45639;2024;12;13
45640;2024;12;14
45641;2024;12;15
45642;2024;12;16
45643;2024;12;17
45644;2024;12;18
45645;2024;12;19
45646;2024;12;20
45647;2024;12;21
45648;2024;12;22
45649;2024;12;23
45650;2024;12;24
45651;2024;12;25
45652;2024;12;26
45653;2024;12;27
45654;2024;12;28
45655;2024;12;29
45656;2024;12;30
45657;2024;12;31
45658;2025;1;01
45659;2025;1;02
45660;2025;1;03
45661;2025;1;04
45662;2025;1;05
45663;2025;1;06
45664;2025;1;07
45665;2025;1;08
45666;2025;1;09
45667;2025;1;10
45668;2025;1;11
45669;2025;1;12
45670;2025;1;13
45671;2025;1;14
45672;2025;1;15
45673;2025;1;16
45674;2025;1;17
45675;2025;1;18
45676;2025;1;19
45677;2025;1;20
45678;2025;1;21
45679;2025;1;22
45680;2025;1;23
45681;2025;1;24
45682;2025;1;25
45683;2025;1;26
45684;2025;1;27
45685;2025;1;28
45686;2025;1;29
45687;2025;1;30
45688;2025;1;31
45689;2025;2;01
45690;2025;2;02
45691;2025;2;03
45692;2025;2;04
45693;2025;2;05
45694;2025;2;06
45695;2025;2;07
45696;2025;2;08
45697;2025;2;09
45698;2025;2;10
45699;2025;2;11
45700;2025;2;12
45701;2025;2;13
45702;2025;2;14
45703;2025;2;15
45704;2025;2;16
45705;2025;2;17
45706;2025;2;18
45707;2025;2;19
45708;2025;2;20
45709;2025;2;21
45710;2025;2;22
45711;2025;2;23
45712;2025;2;24
45713;2025;2;25
45714;2025;2;26
45715;2025;2;27
45716;2025;2;28
45717;2025;3;01
45718;2025;3;02
45719;2025;3;03
45720;2025;3;04
45721;2025;3;05
45722;2025;3;06
45723;2025;3;07
45724;2025;3;08
45725;2025;3;09
45726;2025;3;10
45727;2025;3;11
45728;2025;3;12
45729;2025;3;13
45730;2025;3;14
45731;2025;3;15
45732;2025;3;16
45733;2025;3;17
45734;2025;3;18
45735;2025;3;19
45736;2025;3;20
45737;2025;3;21
45738;2025;3;22
45739;2025;3;23
45740;2025;3;24
45741;2025;3;25
45742;2025;3;26
45743;2025;3;27
45744;2025;3;28
45745;2025;3;29
45746;2025;3;30
45747;2025;3;31
45748;2025;4;01
45749;2025;4;02
45750;2025;4;03
45751;2025;4;04
45752;2025;4;05
45753;2025;4;06
45754;2025;4;07
45755;2025;4;08
45756;2025;4;09
45757;2025;4;10
45758;2025;4;11
45759;2025;4;12
45760;2025;4;13
45761;2025;4;14
45762;2025;4;15
45763;2025;4;16
45764;2025;4;17
45765;2025;4;18
45766;2025;4;19
45767;2025;4;20
45768;2025;4;21
45769;2025;4;22
45770;2025;4;23
45771;2025;4;24
45772;2025;4;25
45773;2025;4;26
45774;2025;4;27
45775;2025;4;28
45776;2025;4;29
45777;2025;4;30
45778;2025;5;01
45779;2025;5;02
45780;2025;5;03
45781;2025;5;04
45782;2025;5;05
45783;2025;5;06
45784;2025;5;07
45785;2025;5;08
45786;2025;5;09
45787;2025;5;10
45788;2025;5;11
45789;2025;5;12
45790;2025;5;13
45791;2025;5;14
45792;2025;5;15
45793;2025;5;16
45794;2025;5;17
45795;2025;5;18
45796;2025;5;19
45797;2025;5;20
45798;2025;5;21
45799;2025;5;22
45800;2025;5;23
45801;2025;5;24
45802;2025;5;25
45803;2025;5;26
45804;2025;5;27
45805;2025;5;28
45806;2025;5;29
45807;2025;5;30
45808;2025;5;31
45809;2025;6;01
45810;2025;6;02
45811;2025;6;03
45812;2025;6;04
45813;2025;6;05
45814;2025;6;06
45815;2025;6;07
45816;2025;6;08
45817;2025;6;09
45818;2025;6;10
45819;2025;6;11
45820;2025;6;12
45821;2025;6;13
45822;2025;6;14
45823;2025;6;15
45824;2025;6;16
45825;2025;6;17
45826;2025;6;18
45827;2025;6;19
45828;2025;6;20
45829;2025;6;21
